"Name","R.A.","Dec.","z","Type","Phot.","Spec."
"SNF20070927-110","08:04:59.72","+25:27:15.3","","II","1",""
"SNF20071002-003","01:35:54.09","-04:57:07.0","","IIn","1",""
"SNF20071005-012","22:43:58.75","-19:06:31.4","","II","1",""
"SNF20071012-011","02:30:44.00","+28:38:15.6","","II","1",""
"SNF20080323-003","17:58:54.55","+44:49:30.1","","II","1",""
"SNF20080323-005","10:09:46.25","+05:10:11.0","","II","1",""
"SNF20080323-006","09:16:56.18","+10:14:09.9","","II","1",""
"SNF20080324-010","13:50:41.96","+40:02:04.3","","II","1",""
"SNF20080324-014","11:57:32.19","+34:08:39.0","","II","1",""
"SNF20080507-001","16:27:27.29","+50:39:45.5","","II","1",""
"SNF20080511-000","14:40:32.00","-22:57:43.0","","II","1",""
"SNF20080511-002","15:33:51.37","-24:48:38.3","","II","1",""
"SNF20080512-001","15:28:36.89","-21:13:50.5","","IIn","1",""
"SNF20080512-002","15:13:50.59","-11:55:39.4","","II","1",""
"SNF20080512-004","17:21:52.63","+30:03:04.5","","II","1",""
"SNF20080514-001","13:28:20.36","+37:41:20.7","","II","1",""
"SNF20080514-003","13:05:16.69","+38:13:40.4","","II","1",""
"SNF20080514-012","14:58:34.40","+23:57:50.0","","II","1",""
"SNF20080515-004","15:44:04.30","+27:53:33.7","","IIn","1",""
"SNF20080516-024","11:24:45.83","+20:06:29.6","","II","1",""
"SNF20080517-003","13:16:59.18","+43:02:17.6","","II","1",""
"SNF20080517-018","11:51:39.90","+06:42:30.1","","II","1",""
"SNF20080531-001","16:07:45.66","+00:54:26.2","","IIn","1",""
"SNF20080606-006","15:21:24.18","+49:45:35.7","","IIn","1",""
"SNF20080614-002","15:00:31.40","+55:22:07.6","","II","1",""
"SNF20080622-000","22:58:34.06","+18:53:37.9","","II","1",""
"SNF20080623-002","23:17:30.06","+19:58:30.2","","II","1",""
"SNF20080624-002","23:08:23.18","+11:20:11.7","","II","1",""
"SNF20080702-005","23:39:32.58","+11:18:29.6","","II","1",""
"SNF20080702-007","21:02:11.38","-20:38:01.6","","II","1",""
"SNF20080704-001","21:45:20.13","-12:02:40.5","","IIn","1",""
"SNF20080704-011","16:10:00.69","+18:47:48.3","","IIn","1",""
"SNF20080706-007","23:32:10.30","+23:19:10.1","","II","1",""
"SNF20080721-002","00:22:28.67","+27:10:23.8","","II","1",""
"SNF20080725-002","20:35:12.81","+08:33:11.8","","II","1",""
"SNF20080726-000","01:16:26.70","+17:21:32.4","","II","1",""
"SNF20080802-002","20:35:08.92","-02:41:18.9","","II","1",""
"SNF20080805-005","21:34:59.72","-27:26:09.2","","IIn","1",""
"SNF20080808-005","22:41:30.42","-03:16:11.1","","II","1",""
"SNF20080810-002","22:20:12.69","-02:12:21.4","","II","1",""
"SNF20080822-011","23:29:52.11","+02:01:11.1","","IIn","1",""
"SNF20080823-012","22:02:22.27","+06:02:02.7","","II","1",""
"SNF20080825-002","21:29:05.28","+15:36:01.0","","IIn","1",""
"SNF20080904-004","22:01:49.29","-18:46:51.0","","II","1",""
"SNF20080904-006","00:40:42.81","-12:17:09.5","","II","1",""
"SNF20080904-008","22:58:01.93","-17:17:09.6","","II","1",""
"SNF20080907-000","03:53:18.37","-05:12:08.6","","II","1",""
"SNF20080912-000","03:09:52.33","-17:32:19.1","","II","1",""
"SNF20080912-005","04:28:16.35","-04:53:08.7","","II","1",""
"SNF20080912-006","03:39:39.11","-12:42:22.7","","II","1",""
"SNF20080924-002","23:32:47.61","+09:39:48.2","","II","1",""
"ASASSN-13dn","12:52:58.20,12:52:58.32","+32:25:09.3,+32:25:05.16","0.022805","II","1",""
"ASASSN-14bf","13:58:12.750,13:58:12.75,13:58:12.72","+17:31:53.66,+17:31:53.7,+17:31:56.64","0.022447","II","1",""
"ASASSN-14bu","11:18:41.030,11:18:41.03,11:18:41.04","+25:09:59.88,+25:09:59.9,+25:09:59.76","0.0254","II","1",""
"ASASSN-14di","02:01:46.390,02:01:46.39,02:01:46.2","+26:32:41.96,+26:32:41.10,+26:32:47.76","0.016708","II","1",""
"ASASSN-14dl","12:21:51.38,12:21:51.36","-24:09:54.0,-24:09:54","0.013416,0.013926","II","1",""
"ASASSN-14dp","11:21:58.45,11:21:58.32","-37:54:24.5,-37:54:24.48","0.009159","II","1",""
"ASASSN-14fd","12:46:14.768,12:46:14.77,12:46:14.88","-40:48:52.53,-40:48:52.5,-40:48:52.56","0.015367","IIn","1",""
"ASASSN-14fj","14:40:39.498,14:40:39.50,14:40:39.6","+38:37:58.55,+38:37:58.5,+38:37:58.44","0.0125","II","1",""
"ASASSN-14iz","20:21:49.840,20:21:49.84,20:21:49.92","-31:17:06.78,-31:17:06.8,-31:17:06.72","0.019277","II P","1",""
"ASASSN-14jh","08:40:44.270,08:40:44.27,08:40:44.16","+57:15:04.91,+57:15:04.9,+57:15:05.04","0.017533","II","1","1"
"ASASSN-14ko","05:25:18.13,05:25:18.12","-46:00:20.3,-46:00:20.52","0.042489","IIn","1",""
"ASASSN-14kp","00:39:52.580,00:39:52.58,00:39:52.579","-38:03:52.22,-38:03:52.2","0.023,0.027","II","1","1"
"AT2013ka","13:18:17.712,13:18:17.710","-02:51:43.92","0.085,0.085","II","1","7"
"AT2014eu","07:28:55.970,07:28:55.97","+56:11:46.20,+56:11:46.2","0.017896","IIn","1",""
"BEL","10:23:12.303","-06:36:04.26,-06:36:04.261","0.3","II","1",""
"CSS100217","10:29:13.0,10:29:12.56","+40:42:20,+40:42:20.0","","IIn","1",""
"CSS100910:001539+271250","00:15:39.14","+27:12:50.0","","IIn","1",""
"CSS101008:001049+141039","00:10:49.31","+14:10:37.3,+14:10:39.0","0.1688","IIn","1","3"
"CSS110501:094825+204333","09:48:24.79","+20:43:33.2","","IIn","1",""
"CSS120327:110520-015205","11:05:20.08","-01:52:05.2","0.0908","IIn Pec","1","2"
"CSS120416:131835+213833","13:18:35.23","+21:38:33.2","0.063,0.065","II P","1","1"
"CSS120421:143501-071918","14:35:00.76","-07:19:17.8","0.0677","II","1","1"
"CSS120611:145635+394104","14:56:34.740,14:56:34.75","+39:41:05.10,+39:41:03.55","0.2341","IIn","1","5"
"CSS121009:025917-141610","02:59.3,02:59:17.00","-14:16,-14:16:10.0","0.08","IIn","1",""
"CSS121114:102632+053508","10:26:32.09","+05:35:07.6","0.045","II P","1",""
"CSS121203:112646+273727","11:26:46.36","+27:37:27.3","0.03","II P","1",""
"CSS121211:040157+035721","04:01:57.35","+03:57:20.7","0.07","IIn","1",""
"CSS121213:021824+163359","02:18:23.96","+16:33:58.6","0.03","II P","1",""
"CSS130103:082702-020234","08:27:02.41","-02:02:34.0","0.01","II","1",""
"CSS130115:081249+461700","08:12:49.04","+46:17:00.2","0.03","II P","1",""
"CSS130317:141506+270848","14:15:05.85","+27:08:47.7","0.125","IIn","1",""
"CSS130517:165754+205346","16:57:53.94","+20:53:45.7","0.03","II P","1",""
"CSS130809:222004-213922","22:20:03.52","-21:39:22.2","0.11","II","1","10"
"CSS130903:012242+181655","01:22:41.50","+18:16:54.7","0.06","II","1","1"
"CSS130904:021454+195134","02:14:53.70,02:14:53.71","+19:51:33.9,+19:51:33.5","0.02","II","1","1"
"CSS131002:031955-074808","03:19:54.70","-07:48:08.3","0.03","II P","1",""
"CSS131110:023957-083124","02:39:57.35","-08:31:25.1,-08:31:24.2","0.25","II P","1","11"
"CSS131214:095921+004404","09:59:20.71","+00:44:04.2","0.05","II","1","1"
"CSS131226:113049+263830","11:30:49.0","+26:38:30.0","0.03","II P","1",""
"CSS131231:085956-072510","08:59:55.94","-07:25:10.3","0.02","II","1","1"
"CSS140102:124548+323108","12:45:47.96","+32:31:07.7","0.03","II P","1",""
"CSS140103:132615+160238","13:26:14.67","+16:02:37.5","0.06","II","1","1"
"CSS140222:112037+302809","11:20:37.13","+30:28:09.4","0.033","IIn","1",""
"CSS140330:114223-230653","11:42:22.630,11:42:22.63","-23:06:52.77,-23:06:52.8","0.03","II","1",""
"CSS140627:173000+403615","17:30:00.0,17:30:00.13","+40:36:15,+40:36:14.7","0.06","IIn","1",""
"CSS141005:022316-070520","02:23:16.0,02:23:15.64,02:23:15.65","-07:05:20,-07:05:20.8,-07:05:20.5","0.045","Ic","1",""
"CSS141223:082634+330645","08:26:33.71","+33:06:45.1","0.13","IIn","1",""
"CSS141228:044151-080808","04:41:50.63","-08:08:07.9","0.02","II P","1",""
"DES12S2a","02:47:33.56","-01:06:39.9","0.115","IIn","1",""
"DES13C2jtx","03:38:53.40","-28:46:28.7","0.223","II","1",""
"DES13C3ui","03:26:40.68","-28:03:55.0","0.064","II","1",""
"DES14C2apq","03:40:21.49","-29:02:54.9","0.303","II","1",""
"DES14C3aol","03:30:09.97","-28:42:27.4","0.075","II","1",""
"DES14C3rhw","03:27:16.30","-28:43:51.4","0.3407","II","1",""
"DES14E2am","00:39:57.94","-44:52:30.9","0.247","II?","1",""
"DES14E2aqu","00:40:10.75","-44:01:48.8","0.193","II","1",""
"DES14X1qt","02:16:51.50","-04:09:15.2","0.139","II","1",""
"DES14X2cy","02:22:51.25","-07:11:18.3","0.232","II","1",""
"DES14X2dm","02:23:29.96","-06:38:16.1","0.196","II","1",""
"GRETA","11:11:15.948","+00:52:59.64,+00:52:59.642","0.085","IIn?","1","1"
"iPTF13bxj","14:20:59.41","+15:09:42.1","0.06","II","1","1"
"iPTF13ckf","01:49:51.74","+13:09:34.4","0.032","II","1","1"
"iPTF13cuf","02:04:52.97","+14:37:59.7","0.22","IIn","1","1"
"iPTF13czt","23:10:00.28","+06:47:23.5","0.04","II","1","1"
"iPTF13dao","17:00:57.51","+26:31:47.8","0.032","II","1","1"
"iPTF13ecn","09:55:32.49","+68:37:08.8","0.039","II","1","1"
"iPTF13ecz","09:39:01.65","+50:36:00.8","0.025","II","1","1"
"iPTF13edf","07:44:09.51","+40:19:28.5","0.0267","IIb/Ib","1","1"
"iPTF13eer","09:04:07.99,09:04:08.05","+47:42:28.1,+47:42:28.0","0.047","II","1","1"
"iPTF13eew","02:48:40.85","+15:30:49.3","0.025","II","1","1"
"iPTF13ejp","02:32:49.31","+49:38:28.4","0.027","II","1","1"
"iPTF14efq","22:16:00.56","+28:26:03.0","0.02","II","1","1"
"iPTF14eif","01:42:23.40","+38:11:27.5","0.075","II","1","1"
"iPTF14eil","23:29:48.46","+33:10:40.4","0.02","II","1","1"
"iPTF14fnn","16:34:18.69","+25:02:45.3","0.059","II","1","1"
"iPTF14hqg","05:20:20.14","+04:04:56.5","0.0561","II","1","1"
"iPTF14x","14:04:27.27","+48:55:55.3","0.047","II","1","1"
"LSQ11gw","05:19:37.2,05:19:37.20","+00:49:39,+00:49:39.0","","II","1",""
"LSQ12ayn","08:48:21.87","+09:26:16.2","0.048","II P","1",""
"LSQ12biu","14:19:20.650,14:19:20.65","-19:50:37.07","0.136","IIn","1","1"
"LSQ12blb","14:47:58.13","+17:32:05.6","0.052","II P","1","1"
"LSQ12bqd","13:11:38.16","-16:23:46.0","0.041","IIn","1","1"
"LSQ12cer","13:17:08.45","-20:24:41.8","0.024","II","1","1"
"LSQ12clb","15:50:37.37","-08:43:32.2","0.07","II","1",""
"LSQ12clw","13:59:35.24","-11:29:06.0","0.071","II","1",""
"LSQ12dcl","00:13:43.34","-00:27:58.4","0.031","II","1",""
"LSQ12dlc","02:27:12.00","-06:27:20.5","0.06","II P","1",""
"LSQ12dzt","02:57:54.07","-01:30:14.4","0.037","IIn","1",""
"LSQ12egy","23:59:45.94","-06:21:07.9","0.09","II","1","2"
"LSQ12eor","03:50:51.58","-16:55:27.6","0.04","II","1","1"
"LSQ12evm","22:27:03.76","-23:40:36.0,-23:40:36.9","0.136","II","1","1"
"LSQ12fhh","03:16:31.54,03:16:31.5","-00:28:03.6,-00:28:03.7","0.02275","II","1","1"
"LSQ12fkq","02:20:09.36","-05:42:40.3","0.08377","II","1",""
"LSQ12ftb","04:21:41.26","-23:42:19.1","0.04","II","1",""
"LSQ12ftc","04:19:12.72","-24:21:18.7","0.1","II","1",""
"LSQ12fth","03:11:17.45","-25:06:34.9","0.021532","II","1",""
"LSQ12fuc","05:00:11.18","-20:00:26.6","0.041789","II","1","1"
"LSQ12fui","04:43:48.41","-13:18:05.0","0.027","II P","1","1"
"LSQ12fvq","01:16:36.17","-31:27:07.4","0.035","II","1","1"
"LSQ12fwb","00:25:25.22","+06:42:25.9","0.03","IIb","1",""
"LSQ12fxu","23:47:10.13","-13:14:57.7","0.062","II","1",""
"LSQ12gnu","01:18:03.79","-36:36:43.3","0.07","II","1",""
"LSQ12gxb","09:31:21.0","-11:37:47.0","0.0525","LBV","1","4"
"LSQ12gxh","10:10:08.0","-07:00:13,-07:00:13.0","0.054","II","1","1"
"LSQ12gxv","04:41:41.0","-22:11:50.0","0.067","II","1",""
"LSQ12hbo","10:56:16.0","-20:51:32,-20:51:32.0","0.013","IIb","1","1"
"LSQ12hcm","03:42:08.0","+04:13:54,+04:13:54.0","0.028,0.025","II?","1","2"
"LSQ12hdl","03:33:44.0","-30:19:04,-30:19:04.0","0.131","IIn?","1",""
"LSQ12heq","03:33:04.00,03:33:04.0","-28:12:49.6","0.148","IIn","1","11"
"LSQ12hnj","05:12:24.82","-25:46:57.4","0.0146","II","1","1"
"LSQ12hns","11:11:37.00","-10:46:25.2","0.104","IIn","1","1"
"LSQ12htu","10:11:37.11","-07:23:11.6","0.052","IIb?","1","1"
"LSQ12hxg","04:11:47.42","-05:55:08.5","0.038837","IIn","1","16"
"LSQ12hzu","05:07:53.11","-20:58:29.3","0.03","II P","1",""
"LSQ13afs","10:22:23.59","+01:12:06.1","0.02","II","1",""
"LSQ13aha","11:09:33.33","-05:43:28.5","0.0472","II","1",""
"LSQ13bbd","22:39:04.84","-10:17:24.3","0.069","II","1","1"
"LSQ13bca","21:16:16.39","-20:30:48.9","0.08","II","1","1"
"LSQ13bdc","21:35:07.78","-06:49:39.3","0.07","II","1","1"
"LSQ13bdp","16:58:25.49","+16:30:57.2","0.04","II","1",""
"LSQ13bgd","02:32:42.01","-33:00:04.1","0.035","II","1","1"
"LSQ13bgk","22:32:33.82","-30:55:01.4","0.03","II","1","1"
"LSQ13bjh","01:46:27.10","-26:40:02.4","0.057","II","1","1"
"LSQ13bns","21:50:37.38","-17:59:58.2","0.048","II","1","1"
"LSQ13bnx","02:02:31.69","-30:38:12.0","0.066","II","1","7"
"LSQ13bvs","20:36:55.12","-31:37:50.4","0.034","II","1","8"
"LSQ13bwu","03:08:15.61","-24:40:21.3","0.03","II","1","1"
"LSQ13bwx","05:03:05.23","-24:04:22.9","0.043","II","1","1"
"LSQ13bxv","00:39:22.04","-24:05:01.3","0.125","II","1","1"
"LSQ13bym","23:52:15.13","-22:21:06.8","0.034","II","1","1"
"LSQ13czl","05:10:29.12","-25:42:53.7","0.03","II P","1","1"
"LSQ13d","12:21:11.90","-17:55:57.3","0.026","II P","1","1"
"LSQ13dbj","04:32:11.45","-10:03:04.1","0.058","IIn","1","1"
"LSQ13dms","03:36:31.41","-25:33:30.0","0.034","II P","1","1"
"LSQ13doq","11:34:35.07","-24:05:14.4","0.028,0.029","II","1","1"
"LSQ13dos","02:36:44.83","-19:27:10.1","0.093","II Pec","1","1"
"LSQ13dot","04:57:17.35","-15:29:31.4","0.02","II Pec","1","1"
"LSQ13fn","11:51:17.29","-29:36:41.1","0.064","IIn","1","28"
"LSQ13i","11:53:21.79","-16:09:25.8","0.096","IIn","1","1"
"LSQ13lo","14:26:38.79","+03:30:11.5","0.08","II","1",""
"LSQ13rd","15:56:38.53","+00:21:09.6","0.032","II","1","1"
"LSQ13sd","10:21:35.56","+20:56:19.7","0.039","IIn?","1","1"
"LSQ13xf","10:16:03.24","+05:07:12.7","0.048973","IIb","1",""
"LSQ14aau","14:52:38.47","-07:54:42.2","0.01","II","1","1"
"LSQ14ahf","10:53:16.49","-20:00:40.8","0.08","II","1","1"
"LSQ14ahn","12:24:36.51","-13:54:06.0","0.085","II","1","1"
"LSQ14akx","14:34:05.74","-07:39:36.5","0.023","IIb","1",""
"LSQ14asn","12:56:25.16","-30:23:49.9","0.054","II","1","9"
"LSQ14bjh","15:11:01.43","+03:03:30.0,+03:03:30.8","0.04","II","1","1"
"LSQ14bl","04:26:54.13","-06:47:03.5","0.03","II","1","1"
"LSQ14doz","22:29:54.74","-54:10:06.0","0.08","II Pec","1",""
"LSQ14drr","20:41:08.26","-55:28:16.1","0.037","II P","1","1"
"LSQ14drx","21:47:10.18","-49:36:53.7","0.076","IIn","1","1"
"LSQ14dvx","20:38:43.63","-41:08:53.8","0.047","II","1","1"
"LSQ14dxl","01:34:15.10","-17:05:59.8","0.06","II P","1","1"
"LSQ14ebu","04:02:18.19","-17:18:13.1","0.06","II","1","1"
"LSQ14eeh","21:05:29.94","-05:25:03.2","0.09","II P","1","1"
"LSQ14eer","22:48:14.65","+07:10:06.5","0.03","II","1","1"
"LSQ14efs","21:00:18.82","-35:23:56.1","0.092","II","1","1"
"LSQ14eol","21:58:31.63","-55:06:07.4","0.036","II","1","1"
"LSQ14fj","05:13:47.98","-24:56:54.8","0.033","II","1","1"
"LSQ14fnc","21:13:46.15","-27:11:59.7","0.04","II","1","1"
"LSQ14gae","23:11:15.82","-32:27:17.1","0.038,0.041","II","1","1"
"LSQ14gjn","03:36:43.27","-09:46:00.9","0.039117","II","1","1"
"LSQ14hj","13:25:08.05","-32:37:32.8","0.05","IIb","1","1"
"LSQ14lh","11:36:59.33","-13:43:56.4","0.075","II","1",""
"LSQ14pt","12:46:21.37","-20:24:49.2","0.059","IIn","1","17"
"LSQ14tf","12:19:39.70","-34:14:14.7","","II","1",""
"LSQ14ug","12:57:03.40","-12:16:22.2","0.02","II","1","1"
"LSQ15dh","11:45:04.18","-13:03:26.2","0.04","II","1","1"
"MASTER OT J082752.77+704606.0","08:27:52.77","+70:46:06.0","","II","1",""
"MASTER OT J113930.78+251141.0","11:39:30.78","+25:11:41.1,+25:11:41.0","0.01226","II","1","1"
"MASTER OT J131320.36+692648.3","13:13:20.36","+69:26:48.3","","IIn?","1",""
"MASTER OT J134201.21-023856.2","13:42:01.21","-02:38:56.2","0.125","II?","1","1"
"MASTER OT J210318.46-140351.7","21:03:18.46","-14:03:51.7","0.025","II P","1",""
"MLS140121:071559+214845","07:15:58.94,07:15:59.04","+21:48:44.9,+21:48:45","0.03","II","1","1"
"PS1-1000001","03:29:48.735,03:29:48.738","-29:04:29.91,-29:04:30.11","0.071,0.071","II P","1",""
"PS1-1000002","08:37:02.601,08:37:02.587","+43:44:16.89,+43:44:16.85","0.26,0.26","II P","1",""
"PS1-1000253","15:53:19.73","+10:18:28.0","0.056","II L","1",""
"PS1-1000307","16:05:14.63","+05:27:43.0","0.06","II","1",""
"PS1-1000383","18:00:03.3070,18:00:03.307","+47:40:59.136","0.051","II P","1",""
"PS1-11fl","14:05:19.148,14:05:19.151","+53:07:24.25,+53:07:24.23","0.096,0.096","II P","1",""
"PS1-11li","12:16:14.114,12:16:14.104","+46:20:45.99,+46:20:46.00","0.068,0.068","II P","1",""
"PS1-12bza","08:36:23.991","+43:38:26.14","0.109,0.109","II P","1",""
"PS1-12cey","02:21:27.462","-03:18:56.45","0.14,0.14","II P","1",""
"PS1-13alz","09:57:52.631","+01:52:21.07","0.098,0.098","II P","1",""
"PS1-13brw","","","","II P","1",""
"PS1-13cjb","","","","II","1",""
"PS1-13cua","02:24:04.137,02:24:04.15","-04:21:25.21,-04:21:25.3","0.095,0.099,0.095","II P","1",""
"PS1-13eae","","","","II","1",""
"PS1-13hi","","","","IIn","1",""
"PS1-13hp","10:04:16.974","+02:35:50.61","0.149,0.149","II P","1",""
"PS1-14il","","","","IIn","1",""
"PS1-14ky","","","","II","1",""
"PSN J00564446-0954595","00:56:44.46","-09:54:59.5","0.018886","IIb","1",""
"PSN J07413223+5141209","07:41:32.23","+51:41:20.9","0.0675","IIn","1",""
"PSN J08384182-6420485","08:38:41.82","-64:20:48.5","0.006","II P","1",""
"PSN J09271379-1931599","09:27:13.78,09:27:13.79","-19:31:59.9","0.016","II P","1","1"
"PSN J09430082+3146486","09:43:00.82","+31:46:48.6","0.022","IIb","1",""
"PSN J11220840-3804001","11:22:08.40","-38:04:00.1","0.01","IIb","1",""
"PSN J11430127+2357016","11:43:01.27","+23:57:01.6","0.0239","II","1",""
"PSN J12452873+2951040","12:45:28.73","+29:51:04.0","","II","1",""
"PSN J14041297-0938168","14:04:12.97","-09:38:16.8","0.002829","IIn","1",""
"PSN J16545668+4303077","16:54:56.68","+43:03:07.7","","II","1",""
"PSN J17285509-6609103","17:28:55.09","-66:09:10.2,-66:09:10.3","0.018","II","1","1"
"PSN J18120245-5858271","18:12:02.45","-58:58:27.1","0.008","II","1","1"
"PSN J22394901+3812500","22:39:49.01","+38:12:50.0","0.015627","II P","1",""
"PTF10aauo","09:59:54.26","+68:06:02.5","0.035","II","1",""
"PTF10aauu","09:29:56.74","+35:21:52.6","0.044","II","1",""
"PTF10abav","08:31:17.45","+10:20:27.2","0.085","II","1",""
"PTF10absf","03:43:27.70","-12:48:39.6","0.062","II","1",""
"PTF10abte","01:25:23.69","+10:10:30.0","0.053","II","1",""
"PTF10abui","06:12:18.46","-22:46:15.6","0.052","IIn","1",""
"PTF10fqx","16:46:01.27","+63:28:59.5","0.017","II","1",""
"PTF10heh","12:48:52.00,12:48:52.04,12:48:52.05","+13:26:24.5","0.3379","SLSN-II","1",""
"PTF10hif","17:09:47.15","+27:15:40.5","0.141","IIn","1",""
"PTF10hny","15:04:25.29","+49:24:03.0","0.027","II","1",""
"PTF10htz","13:08:37.52","+79:47:13.2","0.0352","Ia","1","2"
"PTF10jkx","13:32:57.11","+48:18:54.5","0.028","II","1",""
"PTF10ksq","23:45:50.60","-06:46:53.1,+06:46:53.1","0.035","II","1",""
"PTF10llv","22:17:44.67","+13:19:30.1","0.067276","II","1",""
"PTF10myz","14:58:13.71","+48:11:28.2","0.0282","II","1",""
"PTF10raj","02:43:24.13","+03:06:17.6","0.022616","II","1",""
"PTF10rin","22:52:38.95","+13:00:36.6","0.031666","II","1",""
"PTF10wnp","00:53:16.010,00:53:16.01","+32:32:35.00","0.046","II P","1",""
"PTF10xiw","02:07:27.19","+04:18:13.7","0.06","II","1",""
"PTF10xzs","08:02:23.70","+67:25:07.0","0.036","IIn","1",""
"PTF10yzt","00:11:50.02","+26:41:13.7","0.076","IIn","1",""
"PTF11acz","09:32:56.64","+08:45:07.5","0.087","II","1",""
"PTF11aib","11:45:24.38","+68:57:12.5","0.082","II","1",""
"PTF11bgl","16:12:18.18","+25:59:25.3","0.041","II","1",""
"PTF11bpx","12:35:09.22","-00:13:17.2","0.024","II","1",""
"PTF11cag","15:38:35.53","+26:13:30.0","0.06","II P","1",""
"PTF11cgx","14:13:46.00","+34:02:12.9","0.033","II","1",""
"PTF11dad","13:35:53.97","+38:31:55.2","0.072","II","1",""
"PTF11dlg","17:02:35.84","+40:30:00.7","0.062","IIb","1",""
"PTF11dqk","14:26:53.97","+25:01:39.4","0.036","II","1",""
"PTF11dqr","15:08:12.01","+26:14:51.6","0.082","II","1",""
"PTF11dsb","16:18:35.61","+32:41:48.6","0.19","II","1","2"
"PTF11dsf","16:11:33.55","+40:18:03.5","0.3848","SLSN-II","1",""
"PTF11dtd","15:25:39.93","+20:47:16.4","0.0396","II","1",""
"PTF11ecp","16:43:54.10","+25:00:54.0","0.034","II","1",""
"PTF11ekj","17:10:41.47","+27:35:22.3","0.0435","II","1",""
"PTF11emc","15:18:43.72","+33:07:56.1","0.082","II","1",""
"PTF11ftc","21:06:39.24","-13:33:09.5","0.03","II","1",""
"PTF11ftr","23:55:35.79","+29:12:19.9","0.0178","II","1",""
"PTF11fuu","21:40:28.27","+06:19:39.9","0.097","IIn","1",""
"PTF11fve","16:39:12.18","+60:04:52.1","0.09","IIn","1",""
"PTF11gdz","03:16:34.77","+41:02:53.7","0.013","II","1",""
"PTF11iwl","17:35:16.12","+49:57:12.2","0.054","II","1",""
"PTF11jgp","21:16:48.59","+10:37:09.0","0.07","II","1",""
"PTF11jx","13:55:55.82","+05:27:10.1","0.037","II","1",""
"PTF11kjk","21:40:28.80","+23:20:36.9","0.067","II","1",""
"PTF11kqn","16:25:27.47","+57:27:26.0","0.066","II","1",""
"PTF11ktr","17:25:48.50","+27:09:41.6","0.106","II","1",""
"PTF11me","15:20:56.63","+54:40:14.1","0.046","II","1",""
"PTF11mhh","08:05:49.42","+45:56:33.4","0.039","II","1",""
"PTF11mmk","21:26:36.33","+04:59:19.9","0.049","II","1",""
"PTF11mpv","15:41:42.95","+37:27:30.4","0.043","II","1",""
"PTF11msl","21:45:55.67","+20:39:51.1","0.07","II","1",""
"PTF11qcc","02:14:24.55","-06:29:14.6","0.043","II","1",""
"PTF11qcm","01:39:59.85","-08:54:33.9","0.05","II","1",""
"PTF11qju","14:15:27.01","+36:24:31.0","0.0282","II","1",""
"PTF11qux","12:34:00.31","+11:19:20.4","0.0409","II","1",""
"PTF12bdp","12:58:10.54","-26:21:17.4","0.048","II","1",""
"PTF12bnv","18:00:44.46","+28:39:41.2","0.0714","II","1",""
"PTF12boj","16:58:08.53","+32:58:58.0","0.0374","II","1",""
"PTF12bpy","17:04:47.36","+30:19:06.9","0.06","II","1",""
"PTF12cdc","15:13:16.75","+26:50:45.1","0.07","II","1",""
"PTF12cgb","16:21:44.43","+43:44:23.2","0.026","II","1",""
"PTF12cli","13:42:34.46","+35:01:15.8","0.024","II","1",""
"PTF12dke","15:48:46.33","+56:31:19.1","0.0674","II","1",""
"PTF12eje","15:27:58.96","+56:39:19.1","0.078","II","1",""
"PTF12gcx","15:44:17.32","+09:57:43.1","0.045","II","1","3"
"PTF12ggi","03:50:24.42","+69:25:23.3","0.02","II","1",""
"PTF12glz","15:54:53.04","+03:32:07.5","0.079","IIn","1",""
"PTF12gpn","00:05:32.35","-06:38:34.7","0.02165","IIb","1",""
"PTF12hno","23:04:55.63","-06:32:11.7","0.019","II","1",""
"PTF12iif","23:43:44.15","-14:42:38.3","0.024674","II","1",""
"PTF12jje","00:52:22.44","+21:09:09.0","0.042","II","1",""
"PTF12xv","04:40:49.03","+06:31:11.7","0.12","IIn","1",""
"PTF13b","12:09:11.71","+43:25:01.0","0.024","II","1",""
"PTF13c","11:56:40.76","+32:37:51.3","0.0114","II","1",""
"PTF13cac","22:15:09.84","+13:58:33.2","0.03","II","1",""
"PTF13d","13:21:45.97","+31:14:18.2","0.024","II","1",""
"PTF13v","13:38:42.35","+32:18:23.1","0.062","IIb","1",""
"PTF14oe","14:16:27.62","+10:24:07.9","0.056","II","1",""
"PTF14vh","11:42:05.74","+11:32:13.8","0.043","II","1",""
"PTF14vs","10:49:30.25","+32:12:45.2","0.044","II","1",""
"PTF14we","11:50:41.41","+10:57:08.5","0.053","II","1",""
"SDSSJ130623.89-014033.6","13:06:23.898,13:06:23.89","-01:40:33.71,-01:40:33.6","","II","1",""
"SMT J03054854-2850370","03:05:48.54","-28:50:36.9","0.05","IIn","1","1"
"SN2010ab","09:35:56.03,09:35:56.030","+74:00:00.6,+74:00:00.61","0.046,0.046","II","1",""
"SN2010ad","16:02:13.56,16:02:13.560","+15:56:18.8,+15:56:18.82","0.0355","II","1",""
"SN2010am","09:33:01.75,09:33:01.750","+15:49:08.8,+15:49:08.80","0.02,0.02","IIb","1","1"
"SN2010as","15:49:49.23,15:49:49.229","-29:23:09.7,-29:23:09.71","0.007315","Ib/c","1","26"
"SN2010aw","17:16:12.28,17:16:12.281","+31:47:36.4,+31:47:36.38","0.023,0.023","II","1",""
